0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.358	1.295	1.246	1.176	1.120	1.071	1.036	0.987	0.945	0.917	0.889	0.889	0.875	0.854	0.826	0.798	0.770	0.756	0.735	0.721	0.700	0.679	0.644	0.637	0.616	0.616	0.602
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.330	1.295	1.253	1.169	1.120	1.064	1.029	0.987	0.945	0.903	0.882	0.889	0.861	0.847	0.826	0.798	0.770	0.749	0.735	0.714	0.700	0.679	0.644	0.630	0.616	0.609	0.602
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.162	1.295	1.253	1.169	1.120	1.064	1.015	0.987	0.945	0.903	0.882	0.868	0.854	0.847	0.826	0.798	0.770	0.749	0.728	0.714	0.700	0.679	0.658	0.623	0.616	0.602	0.602
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.295	1.232	1.176	1.113	1.064	1.015	0.987	0.945	0.903	0.875	0.847	0.854	0.826	0.812	0.798	0.770	0.749	0.728	0.714	0.693	0.679	0.658	0.637	0.609	0.602	0.588
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.253	1.218	1.176	1.106	1.064	1.015	0.980	0.945	0.903	0.868	0.847	0.840	0.826	0.812	0.798	0.770	0.749	0.728	0.707	0.693	0.679	0.658	0.644	0.616	0.602	0.588
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.239	1.218	1.176	1.106	1.064	1.008	0.966	0.945	0.903	0.868	0.847	0.812	0.826	0.798	0.784	0.770	0.749	0.728	0.700	0.693	0.672	0.658	0.644	0.623	0.588	0.588
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.064	1.218	1.176	1.106	1.057	1.008	0.966	0.945	0.903	0.868	0.833	0.812	0.819	0.798	0.784	0.770	0.749	0.721	0.700	0.686	0.672	0.658	0.644	0.623	0.609	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.211	1.141	1.113	1.050	1.008	0.966	0.931	0.903	0.868	0.833	0.812	0.784	0.791	0.777	0.763	0.749	0.721	0.700	0.686	0.672	0.658	0.644	0.623	0.609	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.169	1.141	1.113	1.050	1.008	0.966	0.924	0.903	0.861	0.833	0.805	0.784	0.791	0.770	0.763	0.742	0.721	0.700	0.679	0.665	0.658	0.637	0.623	0.609	0.595
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.162	1.141	1.113	1.050	1.001	0.959	0.924	0.903	0.861	0.833	0.798	0.784	0.763	0.770	0.749	0.735	0.721	0.700	0.679	0.665	0.651	0.637	0.623	0.609	0.595
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.973	1.141	1.099	1.050	0.994	0.959	0.917	0.882	0.861	0.833	0.798	0.777	0.756	0.763	0.742	0.735	0.721	0.700	0.679	0.665	0.644	0.637	0.623	0.609	0.595
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.134	1.078	1.057	0.994	0.959	0.917	0.882	0.861	0.826	0.798	0.770	0.756	0.742	0.742	0.728	0.714	0.700	0.679	0.665	0.644	0.630	0.623	0.609	0.595
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.092	1.078	1.057	0.994	0.959	0.917	0.882	0.861	0.826	0.798	0.770	0.756	0.728	0.742	0.721	0.714	0.700	0.679	0.665	0.644	0.630	0.623	0.602	0.595
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.092	1.078	1.057	1.001	0.952	0.917	0.882	0.847	0.826	0.798	0.770	0.742	0.728	0.721	0.721	0.707	0.693	0.679	0.665	0.644	0.630	0.609	0.602	0.588
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.910	1.078	1.022	1.001	0.952	0.917	0.882	0.847	0.826	0.798	0.770	0.742	0.728	0.707	0.714	0.693	0.693	0.679	0.665	0.644	0.630	0.609	0.602	0.588
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.064	1.022	1.001	0.952	0.917	0.875	0.847	0.819	0.798	0.770	0.742	0.721	0.707	0.707	0.693	0.686	0.672	0.665	0.644	0.630	0.609	0.595	0.588
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.036	1.022	1.001	0.952	0.903	0.875	0.847	0.812	0.798	0.770	0.742	0.714	0.707	0.686	0.693	0.672	0.672	0.658	0.644	0.630	0.609	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.036	1.022	0.987	0.952	0.903	0.875	0.840	0.812	0.798	0.770	0.742	0.714	0.700	0.686	0.693	0.672	0.665	0.651	0.644	0.630	0.609	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.840	1.022	0.973	0.952	0.903	0.875	0.840	0.812	0.784	0.770	0.742	0.714	0.693	0.686	0.665	0.672	0.658	0.651	0.644	0.630	0.609	0.595	0.581
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.973	0.952	0.903	0.868	0.840	0.812	0.784	0.770	0.742	0.714	0.693	0.679	0.665	0.672	0.658	0.644	0.637	0.630	0.609	0.595	0.581
